Turn,Speaker,Cue,Response,Context,MLM response,System llh,MLM llh
84,Leolani,I think it was just because I was the only one in the house.,There is no escape from destiny . ,before his wedding. I thought: Oh my god! how long is the aisle going to be .  I 've been waiting for this game for so long. Is this why fate brought us together? .  I do n't think so. Wise words by wise men write wise deeds in wise pen .  I think it was just because I was the only one in the house., there  is  no  escape  from  fate .  _ ,0.6121310507878661,0.6622410397976637
85,BLENDERBOT,There is no escape from destiny . ,I know,y god! how long is the aisle going to be .  I 've been waiting for this game for so long. Is this why fate brought us together? .  I do n't think so. Wise words by wise men write wise deeds in wise pen .  I think it was just because I was the only one in the house. There is no escape from destiny . , i  think ,0.28976351022720337,0.34535034373402596
86,Leolani,I know,In this economy? . ,how long is the aisle going to be .  I 've been waiting for this game for so long. Is this why fate brought us together? .  I do n't think so. Wise words by wise men write wise deeds in wise pen .  I think it was just because I was the only one in the house. There is no escape from destiny .  I know, about  the  game .   ,0.14819024205207826,0.35401856899261475
87,BLENDERBOT,In this economy? . ,I know but I ca n't wait for it to be over.,e going to be .  I 've been waiting for this game for so long. Is this why fate brought us together? .  I do n't think so. Wise words by wise men write wise deeds in wise pen .  I think it was just because I was the only one in the house. There is no escape from destiny .  I know In this economy? . , i  know .  i  ca  not  wait  for  it  to  be  over ,0.6886030187209448,0.8269722896317641
88,Leolani,I know but I ca n't wait for it to be over.,"But, why? . ", game for so long. Is this why fate brought us together? .  I do n't think so. Wise words by wise men write wise deeds in wise pen .  I think it was just because I was the only one in the house. There is no escape from destiny .  I know In this economy? .  I know but I ca n't wait for it to be over., wonder  still .  _ ,0.06451504305005074,0.16680294647812843
89,BLENDERBOT,"But, why? . ",I 've been waiting for this game for so long.,"long. Is this why fate brought us together? .  I do n't think so. Wise words by wise men write wise deeds in wise pen .  I think it was just because I was the only one in the house. There is no escape from destiny .  I know In this economy? .  I know but I ca n't wait for it to be over. But, why? . ", we  have  been  waiting  for  this  economy  for  so  long ,0.4768339812755585,0.7064993172883988
90,Leolani,I 've been waiting for this game for so long.,... just like in my dream . ," I do n't think so. Wise words by wise men write wise deeds in wise pen .  I think it was just because I was the only one in the house. There is no escape from destiny .  I know In this economy? .  I know but I ca n't wait for it to be over. But, why? .  I 've been waiting for this game for so long.",   just  living  living  a  life .  _ ,0.18814202374778688,0.4153259303420782
91,BLENDERBOT,... just like in my dream . ,What is your dream?,"s by wise men write wise deeds in wise pen .  I think it was just because I was the only one in the house. There is no escape from destiny .  I know In this economy? .  I know but I ca n't wait for it to be over. But, why? .  I 've been waiting for this game for so long. ... just like in my dream . ", what  is  your  dream ,0.6709358245134354,0.807762548327446
92,Leolani,What is your dream?,But at what cost? . ,"wise deeds in wise pen .  I think it was just because I was the only one in the house. There is no escape from destiny .  I know In this economy? .  I know but I ca n't wait for it to be over. But, why? .  I 've been waiting for this game for so long. ... just like in my dream .  What is your dream?", and  at  what  cost .   ,0.4301467066009839,0.6349140877525011
93,BLENDERBOT,But at what cost? . ,I hope it 's something that you can live up to in the future.,"n .  I think it was just because I was the only one in the house. There is no escape from destiny .  I know In this economy? .  I know but I ca n't wait for it to be over. But, why? .  I 've been waiting for this game for so long. ... just like in my dream .  What is your dream? But at what cost? . ", i  think  it  is  something  that  i  can  live  up  to  in  the  end ,0.6620270955775466,0.7947707772254944
94,Leolani,I hope it 's something that you can live up to in the future.,and then the wolves came . ,"se. There is no escape from destiny .  I know In this economy? .  I know but I ca n't wait for it to be over. But, why? .  I 've been waiting for this game for so long. ... just like in my dream .  What is your dream? But at what cost? .  I hope it 's something that you can live up to in the future.", and  then  the  time  come .  _ ,0.365271304334913,0.42289761773177553
95,BLENDERBOT,and then the wolves came . ,I was so scared.,"destiny .  I know In this economy? .  I know but I ca n't wait for it to be over. But, why? .  I 've been waiting for this game for so long. ... just like in my dream .  What is your dream? But at what cost? .  I hope it 's something that you can live up to in the future. and then the wolves came . ", i  was  so  excited ,0.6291578710079193,0.6619767062366009
96,Leolani,I was so scared.,"So let it be written, ... so let it be done . "," In this economy? .  I know but I ca n't wait for it to be over. But, why? .  I 've been waiting for this game for so long. ... just like in my dream .  What is your dream? But at what cost? .  I hope it 's something that you can live up to in the future. and then the wolves came .  I was so scared.", but  let  it  be  done  and  and  let  it  be  published .  _ ,0.4973764353646682,0.6229104537230271
97,BLENDERBOT,"So let it be written, ... so let it be done . ",I thought I was going to have a heart attack.,"or it to be over. But, why? .  I 've been waiting for this game for so long. ... just like in my dream .  What is your dream? But at what cost? .  I hope it 's something that you can live up to in the future. and then the wolves came .  I was so scared. So let it be written, ... so let it be done . ", i  thought  i  was  going  to  have  a  heart  attack ,0.8791959524154663,0.9764881730079651
98,Leolani,I thought I was going to have a heart attack.,So ... it   has come to this . ,"ing for this game for so long. ... just like in my dream .  What is your dream? But at what cost? .  I hope it 's something that you can live up to in the future. and then the wolves came .  I was so scared. So let it be written, ... so let it be done .  I thought I was going to have a heart attack."," but ,  it  all  all  has  come  to  me .  _ ",0.25127275999296794,0.4151336428793994
99,BLENDERBOT,So ... it   has come to this . ,Yes,".. just like in my dream .  What is your dream? But at what cost? .  I hope it 's something that you can live up to in the future. and then the wolves came .  I was so scared. So let it be written, ... so let it be done .  I thought I was going to have a heart attack. So ... it   has come to this . ",  ,0.0,0.123440682888031
100,Leolani,Yes,There is no escape from destiny . ,"ust like in my dream .  What is your dream? But at what cost? .  I hope it 's something that you can live up to in the future. and then the wolves came .  I was so scared. So let it be written, ... so let it be done .  I thought I was going to have a heart attack. So ... it   has come to this .  Yes"," there  is  no  escape  from  this .  "" ",0.6370642762631178,0.667080519720912
101,BLENDERBOT,There is no escape from destiny . ,Yes it has.,"r dream? But at what cost? .  I hope it 's something that you can live up to in the future. and then the wolves came .  I was so scared. So let it be written, ... so let it be done .  I thought I was going to have a heart attack. So ... it   has come to this .  Yes There is no escape from destiny . ", and  it  is ,0.09075414141019185,0.26210226118564606
102,Leolani,Yes it has.,Good to know . ," at what cost? .  I hope it 's something that you can live up to in the future. and then the wolves came .  I was so scared. So let it be written, ... so let it be done .  I thought I was going to have a heart attack. So ... it   has come to this .  Yes There is no escape from destiny .  Yes it has.", good  to  you .  _ ,0.4866559512913227,0.5390427768230438
